Teff,logg,Mbol,BC,U,B,V,R,I,J,H,Ks,Y,J,H,K,W1,W2,W3,W4,S3.6,S4.5,S5.8,S8.0,u,g,r,i,z,g,r,i,z,y,G2,G2_BP,G2_RP,G3,G3_BP,G3_RP,FUV,NUV,Age,logL,mass,spectral_type
17000.0,6.891,7.937,-1.434,8.267,9.28,9.371,9.433,9.514,9.801,9.89,9.968,9.72,9.778,9.862,9.944,10.002,10.022,10.036,10.023,10.007,10.02,10.031,10.036,9.105,9.204,9.53,9.82,10.097,9.231,9.532,9.828,10.056,10.222,9.342,9.206,9.467,9.356,9.27,9.492,9.53,9.1,527100.0,-1.2548000000000001,0.2,DB
18000.0,6.882,7.668,-1.571,8.123,9.139,9.239,9.313,9.405,9.697,9.794,9.873,9.611,9.674,9.766,9.85,9.911,9.934,9.956,9.949,9.917,9.932,9.945,9.953,8.961,9.065,9.408,9.708,9.989,9.093,9.41,9.717,9.949,10.112,9.214,9.071,9.354,9.227,9.135,9.38,9.21,8.888,367900.0,-1.1472000000000002,0.2,DB
19000.0,6.874,7.413,-1.717,8.002,9.021,9.131,9.215,9.317,9.613,9.715,9.795,9.523,9.59,9.687,9.772,9.836,9.86,9.887,9.884,9.841,9.858,9.872,9.882,8.84,8.95,9.308,9.618,9.903,8.979,9.311,9.627,9.863,10.024,9.108,8.959,9.263,9.122,9.024,9.289,8.929,8.706,261300.0,-1.0452000000000001,0.2,DB
20000.0,6.867,7.171,-1.882,7.914,8.935,9.053,9.146,9.256,9.554,9.658,9.736,9.462,9.531,9.629,9.713,9.775,9.801,9.831,9.83,9.781,9.798,9.813,9.825,8.753,8.866,9.238,9.555,9.843,8.897,9.24,9.563,9.803,9.963,9.032,8.877,9.2,9.046,8.943,9.225,8.702,8.571,188600.0,-0.9484000000000001,0.2,DB
21000.0,6.859,6.94,-2.073,7.871,8.89,9.012,9.109,9.222,9.52,9.621,9.697,9.427,9.497,9.593,9.673,9.733,9.758,9.79,9.79,9.739,9.756,9.771,9.783,8.71,8.821,9.2,9.52,9.809,8.852,9.202,9.529,9.77,9.929,8.992,8.835,9.165,9.005,8.9,9.191,8.582,8.508,138200.0,-0.8560000000000002,0.2,DB
22000.0,6.851,6.717,-2.253,7.824,8.841,8.969,9.069,9.184,9.481,9.579,9.652,9.389,9.458,9.551,9.629,9.687,9.713,9.747,9.748,9.692,9.71,9.726,9.739,8.664,8.774,9.159,9.481,9.771,8.806,9.161,9.49,9.732,9.89,8.948,8.79,9.126,8.962,8.855,9.152,8.447,8.445,102800.0,-0.7667999999999999,0.2,DB
23000.0,6.842,6.502,-2.411,7.753,8.775,8.912,9.014,9.131,9.428,9.523,9.596,9.337,9.405,9.495,9.572,9.631,9.658,9.695,9.697,9.637,9.656,9.673,9.687,8.593,8.711,9.104,9.428,9.718,8.745,9.106,9.437,9.679,9.838,8.889,8.728,9.072,8.903,8.793,9.098,8.267,8.346,0.0,-0.6808,0.2,DB
24000.0,6.833,6.294,-2.538,7.646,8.682,8.832,8.937,9.058,9.359,9.455,9.529,9.268,9.336,9.427,9.506,9.568,9.597,9.635,9.639,9.574,9.594,9.612,9.627,8.486,8.623,9.026,9.354,9.646,8.658,9.029,9.363,9.607,9.768,8.806,8.639,8.998,8.819,8.706,9.024,8.086,8.205,0.0,-0.5975999999999999,0.2,DB
25000.0,6.823,6.094,-2.655,7.534,8.586,8.749,8.856,8.983,9.29,9.389,9.465,9.197,9.267,9.36,9.442,9.506,9.536,9.576,9.58,9.512,9.533,9.552,9.567,8.375,8.531,8.944,9.277,9.573,8.569,8.948,9.286,9.532,9.696,8.72,8.547,8.921,8.733,8.615,8.947,7.918,8.064,0.0,-0.5176000000000002,0.2,DB
26000.0,6.814,5.901,-2.769,7.429,8.495,8.67,8.779,8.91,9.224,9.325,9.403,9.129,9.202,9.296,9.38,9.445,9.476,9.518,9.523,9.452,9.474,9.493,9.508,8.269,8.444,8.867,9.203,9.502,8.484,8.87,9.213,9.461,9.627,8.638,8.46,8.847,8.651,8.528,8.873,7.757,7.932,0.0,-0.4404,0.2,DB
27000.0,6.805,5.713,-2.879,7.327,8.406,8.592,8.705,8.84,9.16,9.262,9.342,9.064,9.138,9.234,9.319,9.386,9.418,9.46,9.467,9.393,9.415,9.434,9.451,8.168,8.36,8.791,9.132,9.433,8.402,8.795,9.141,9.392,9.56,8.558,8.375,8.775,8.571,8.445,8.801,7.601,7.804,0.0,-0.3652000000000001,0.2,DB
28000.0,6.796,5.532,-2.984,7.228,8.321,8.516,8.631,8.77,9.097,9.2,9.282,8.998,9.074,9.172,9.259,9.327,9.36,9.404,9.411,9.334,9.357,9.377,9.393,8.069,8.277,8.717,9.061,9.365,8.321,8.721,9.07,9.323,9.493,8.48,8.292,8.704,8.492,8.362,8.731,7.451,7.68,0.0,-0.29280000000000006,0.2,DB
29000.0,6.786,5.356,-3.084,7.131,8.236,8.44,8.558,8.701,9.033,9.139,9.222,8.934,9.011,9.11,9.199,9.268,9.302,9.347,9.357,9.276,9.299,9.319,9.336,7.971,8.196,8.643,8.99,9.298,8.241,8.647,9.0,9.255,9.427,8.403,8.21,8.634,8.415,8.281,8.66,7.303,7.558,0.0,-0.22240000000000001,0.2,DB
30000.0,6.777,5.185,-3.18,7.035,8.153,8.365,8.485,8.632,8.97,9.077,9.161,8.869,8.947,9.048,9.139,9.21,9.244,9.291,9.303,9.217,9.241,9.262,9.279,7.876,8.116,8.57,8.92,9.23,8.163,8.574,8.93,9.187,9.362,8.326,8.129,8.564,8.338,8.201,8.59,7.158,7.438,0.0,-0.15399999999999991,0.2,DB
1500.0,7.458,19.46,1.055,23.232,20.872,18.405,18.199,20.324,20.486,20.336,22.42,20.492,20.414,20.178,22.391,17.194,16.481,15.618,14.674,16.859,16.469,16.548,16.205,24.249,19.664,18.054,20.452,20.154,19.286,18.132,20.523,20.221,20.021,18.841,18.799,19.092,18.879,18.803,19.156,58.696,34.175,15410000000.0,-5.864,0.3,DA
1750.0,7.458,18.79,0.851,22.489,20.337,17.938,17.549,18.937,19.289,19.362,21.033,19.317,19.211,19.224,21.0,16.65,16.013,15.252,14.427,16.353,16.006,16.038,15.741,23.493,19.175,17.448,19.153,18.971,18.812,17.51,19.205,18.985,18.977,18.189,18.26,18.102,18.221,18.265,18.154,56.638,33.096,13300000000.0,-5.595999999999999,0.3,DA
2000.0,7.458,18.209,0.628,21.874,19.876,17.581,17.037,17.816,18.261,18.51,19.802,18.312,18.183,18.389,19.763,16.168,15.602,14.901,14.179,15.907,15.599,15.587,15.314,22.848,18.782,17.002,18.097,17.993,18.434,17.042,18.134,17.974,18.094,17.643,17.858,17.302,17.668,17.862,17.341,54.806,32.077,11580000000.0,-5.3636,0.3,DA
2250.0,7.457,17.696,0.395,21.325,19.472,17.301,16.633,16.92,17.357,17.725,18.669,17.44,17.284,17.622,18.626,15.711,15.213,14.558,13.927,15.487,15.215,15.164,14.91,22.267,18.44,16.682,17.258,17.195,18.113,16.7,17.282,17.158,17.348,17.179,17.552,16.65,17.199,17.557,16.679,53.13,31.193,10190000000.0,-5.1584,0.3,DA
2500.0,7.457,17.238,0.195,20.827,19.108,17.042,16.286,16.208,16.651,17.093,17.745,16.734,16.584,17.005,17.703,15.331,14.885,14.264,13.705,15.139,14.891,14.807,14.571,21.746,18.129,16.418,16.597,16.548,17.819,16.421,16.611,16.501,16.731,16.767,17.286,16.111,16.783,17.291,16.133,51.68,30.412,9062000000.0,-4.975199999999999,0.3,DA
2750.0,7.457,16.823,0.005,20.376,18.782,16.818,16.0,15.631,15.99,16.475,16.955,16.067,15.931,16.399,16.915,14.964,14.575,13.994,13.489,14.801,14.583,14.486,14.268,21.274,17.854,16.206,16.083,15.998,17.559,16.2,16.088,15.953,16.168,16.412,17.06,15.664,16.426,17.065,15.679,50.217,29.641,8152000000.0,-4.8092,0.3,DA
3000.0,7.456,16.444,-0.16,19.926,18.462,16.604,15.754,15.189,15.393,15.893,16.264,15.455,15.34,15.826,16.228,14.623,14.289,13.738,13.277,14.486,14.297,14.193,13.988,20.81,17.585,16.015,15.693,15.552,17.306,16.004,15.691,15.52,15.673,16.107,16.846,15.3,16.121,16.852,15.311,48.709,28.867,7330000000.0,-4.6575999999999995,0.3,DA
3250.0,7.455,16.094,-0.292,19.467,18.133,16.386,15.537,14.864,14.842,15.304,15.566,14.903,14.796,15.247,15.532,14.267,13.984,13.459,13.047,14.156,13.994,13.881,13.685,20.344,17.307,15.829,15.401,15.207,17.046,15.816,15.395,15.194,15.258,15.846,16.629,15.012,15.863,16.635,15.022,47.118,28.053,6538000000.0,-4.5176,0.3,DA
3500.0,7.454,15.77,-0.386,18.982,17.789,16.156,15.335,14.623,14.342,14.721,14.913,14.441,14.3,14.672,14.882,13.91,13.674,13.175,12.817,13.821,13.684,13.568,13.38,19.855,17.016,15.636,15.174,14.946,16.772,15.624,15.165,14.954,14.934,15.618,16.4,14.781,15.636,16.407,14.791,45.317,27.169,5705000000.0,-4.388,0.3,DA
3750.0,7.453,15.467,-0.448,18.476,17.428,15.915,15.136,14.428,13.933,14.158,14.274,14.104,13.891,14.118,14.244,13.537,13.338,12.885,12.606,13.468,13.348,13.232,13.059,19.346,16.709,15.434,14.979,14.742,16.484,15.422,14.969,14.761,14.694,15.404,16.157,14.584,15.424,16.165,14.594,43.146,26.228,4787000000.0,-4.266800000000001,0.3,DA
4000.0,7.452,15.183,-0.476,17.932,17.042,15.659,14.929,14.245,13.625,13.648,13.675,13.865,13.581,13.617,13.645,13.162,12.985,12.618,12.454,13.108,12.995,12.887,12.744,18.797,16.383,15.218,14.789,14.563,16.178,15.207,14.781,14.585,14.502,15.188,15.895,14.396,15.209,15.904,14.407,40.524,25.205,4058000000.0,-4.1532,0.3,DA
4250.0,7.45,14.915,-0.459,17.329,16.62,15.374,14.7,14.053,13.401,13.233,13.209,13.674,13.356,13.208,13.178,12.843,12.689,12.434,12.363,12.802,12.698,12.606,12.504,18.188,16.023,14.976,14.586,14.381,15.84,14.966,14.578,14.403,14.322,14.952,15.6,14.195,14.973,15.611,14.207,36.432,24.008,3560000000.0,-4.045999999999999,0.3,DA
4500.0,7.447,14.659,-0.403,16.693,16.167,15.062,14.446,13.844,13.222,12.932,12.879,13.493,13.178,12.913,12.848,12.604,12.48,12.322,12.287,12.572,12.487,12.42,12.358,17.545,15.633,14.707,14.362,14.186,15.472,14.699,14.355,14.204,14.137,14.689,15.274,13.976,14.71,15.286,13.989,32.391,22.899,3100000000.0,-3.943600000000001,0.3,DA
4750.0,7.442,14.412,-0.332,16.079,15.72,14.744,14.184,13.628,13.056,12.717,12.627,13.312,13.013,12.701,12.596,12.423,12.333,12.236,12.217,12.401,12.338,12.294,12.257,16.925,15.243,14.431,14.132,13.986,15.102,14.424,14.126,14.0,13.949,14.417,14.939,13.751,14.438,14.953,13.764,29.568,21.882,2612000000.0,-3.8448000000000007,0.3,DA
5000.0,7.433,14.168,-0.262,15.485,15.289,14.43,13.922,13.411,12.893,12.55,12.449,13.131,12.851,12.535,12.417,12.288,12.222,12.155,12.144,12.272,12.225,12.195,12.169,16.325,14.862,14.156,13.9,13.785,14.74,14.15,13.895,13.795,13.758,14.143,14.605,13.524,14.163,14.621,13.538,28.271,20.896,2067000000.0,-3.7471999999999994,0.3,DA
5250.0,7.423,13.929,-0.204,14.92,14.887,14.134,13.673,13.203,12.736,12.408,12.313,12.957,12.695,12.392,12.282,12.178,12.127,12.078,12.073,12.166,12.129,12.106,12.087,15.754,14.506,13.896,13.68,13.592,14.401,13.891,13.676,13.598,13.576,13.881,14.288,13.307,13.9,14.306,13.322,27.199,20.015,1651000000.0,-3.6516000000000006,0.3,DA
5500.0,7.413,13.704,-0.166,14.405,14.532,13.869,13.451,13.018,12.595,12.284,12.203,12.8,12.554,12.268,12.172,12.086,12.045,12.012,12.011,12.076,12.047,12.03,12.017,15.234,14.188,13.664,13.483,13.42,14.098,13.66,13.479,13.423,13.413,13.644,14.0,13.113,13.663,14.022,13.128,26.268,19.159,1437000000.0,-3.5616,0.3,DA
6000.0,7.398,13.289,-0.132,13.581,13.945,13.421,13.074,12.706,12.355,12.076,12.023,12.537,12.316,12.059,11.994,11.94,11.917,11.909,11.907,11.934,11.918,11.911,11.908,14.409,13.657,13.27,13.15,13.129,13.589,13.267,13.148,13.127,13.138,13.238,13.512,12.786,13.257,13.54,12.802,24.828,17.48,1148000000.0,-3.3956000000000004,0.3,DA
6500.0,7.389,12.918,-0.133,12.988,13.48,13.051,12.761,12.447,12.16,11.915,11.885,12.32,12.122,11.896,11.856,11.828,11.82,11.825,11.812,11.825,11.82,11.821,11.824,13.816,13.227,12.944,12.875,12.889,13.174,12.942,12.874,12.882,12.911,12.901,13.112,12.514,12.918,13.144,12.532,23.389,16.135,937000000.0,-3.2471999999999994,0.3,DA
7000.0,7.382,12.577,-0.15,12.528,13.089,12.728,12.485,12.216,11.989,11.78,11.768,12.126,11.953,11.76,11.74,11.73,11.731,11.737,11.721,11.729,11.731,11.735,11.739,13.357,12.859,12.657,12.629,12.675,12.817,12.656,12.63,12.663,12.709,12.603,12.767,12.272,12.62,12.803,12.29,21.922,15.156,775700000.0,-3.1108000000000002,0.3,DA
7500.0,7.374,12.26,-0.176,12.152,12.746,12.435,12.232,12.004,11.834,11.661,11.663,11.948,11.8,11.64,11.635,11.637,11.644,11.649,11.634,11.637,11.643,11.649,11.652,12.983,12.533,12.395,12.404,12.478,12.499,12.394,12.405,12.462,12.523,12.332,12.46,12.05,12.349,12.497,12.069,20.316,14.414,647300000.0,-2.984,0.3,DA
8000.0,7.367,11.961,-0.204,11.834,12.436,12.165,11.998,11.807,11.69,11.552,11.565,11.783,11.658,11.53,11.536,11.547,11.558,11.564,11.551,11.549,11.557,11.564,11.567,12.668,12.236,12.153,12.195,12.295,12.207,12.153,12.197,12.277,12.351,12.081,12.18,11.844,12.099,12.218,11.863,18.785,13.823,543700000.0,-2.8644000000000003,0.3,DA
8500.0,7.36,11.679,-0.232,11.558,12.152,11.911,11.778,11.623,11.555,11.45,11.473,11.629,11.527,11.427,11.444,11.46,11.473,11.482,11.472,11.462,11.474,11.48,11.483,12.396,11.96,11.926,11.999,12.125,11.936,11.926,12.002,12.103,12.192,11.847,11.92,11.651,11.864,11.96,11.671,17.524,13.336,459000000.0,-2.7516000000000003,0.3,DA
9000.0,7.352,11.412,-0.258,11.314,11.888,11.67,11.571,11.451,11.429,11.355,11.385,11.484,11.403,11.331,11.355,11.374,11.39,11.401,11.393,11.378,11.391,11.397,11.402,12.155,11.702,11.712,11.814,11.967,11.681,11.712,11.818,11.942,12.044,11.626,11.678,11.471,11.643,11.717,11.491,16.499,12.917,388600000.0,-2.6448000000000005,0.3,DA
9500.0,7.344,11.157,-0.285,11.091,11.642,11.443,11.376,11.29,11.311,11.266,11.301,11.348,11.288,11.241,11.271,11.291,11.309,11.322,11.317,11.295,11.31,11.316,11.321,11.935,11.461,11.511,11.642,11.82,11.441,11.511,11.647,11.792,11.906,11.418,11.45,11.302,11.436,11.49,11.324,15.623,12.545,329500000.0,-2.5428,0.3,DA
10000.0,7.336,10.914,-0.321,10.888,11.418,11.235,11.199,11.146,11.203,11.184,11.223,11.224,11.182,11.158,11.192,11.211,11.229,11.244,11.244,11.215,11.23,11.235,11.241,11.735,11.24,11.328,11.486,11.688,11.222,11.328,11.492,11.657,11.781,11.228,11.242,11.15,11.246,11.282,11.172,14.705,12.211,279300000.0,-2.4455999999999998,0.3,DA
10500.0,7.327,10.681,-0.376,10.707,11.223,11.057,11.048,11.024,11.111,11.111,11.152,11.119,11.091,11.085,11.122,11.139,11.155,11.172,11.176,11.142,11.157,11.162,11.168,11.556,11.048,11.172,11.355,11.577,11.033,11.173,11.361,11.544,11.676,11.064,11.063,11.021,11.082,11.102,11.044,13.708,11.916,236600000.0,-2.3524,0.3,DA
11000.0,7.319,10.459,-0.456,10.554,11.063,10.915,10.929,10.928,11.036,11.05,11.092,11.035,11.017,11.023,11.062,11.078,11.094,11.112,11.118,11.081,11.095,11.1,11.107,11.405,10.893,11.049,11.252,11.488,10.88,11.049,11.259,11.455,11.591,10.933,10.917,10.92,10.951,10.957,10.942,12.838,11.663,200500000.0,-2.2636,0.3,DA
11500.0,7.312,10.247,-0.56,10.432,10.938,10.807,10.838,10.855,10.978,10.999,11.041,10.97,10.959,10.972,11.011,11.027,11.042,11.061,11.07,11.03,11.043,11.048,11.056,11.282,10.772,10.955,11.174,11.42,10.761,10.955,11.181,11.386,11.526,10.831,10.804,10.842,10.849,10.844,10.865,12.143,11.451,169900000.0,-2.1788,0.3,DA
12000.0,7.305,10.044,-0.674,10.323,10.831,10.718,10.763,10.793,10.926,10.952,10.993,10.913,10.907,10.925,10.964,10.98,10.995,11.016,11.025,10.982,10.996,11.001,11.009,11.174,10.67,10.877,11.108,11.361,10.662,10.877,11.116,11.326,11.468,10.746,10.709,10.776,10.764,10.749,10.799,11.62,11.27,143600000.0,-2.0976000000000004,0.3,DA
12500.0,7.297,9.848,-0.779,10.201,10.72,10.627,10.683,10.724,10.868,10.9,10.942,10.851,10.85,10.873,10.913,10.93,10.946,10.969,10.979,10.933,10.948,10.953,10.962,11.051,10.565,10.794,11.037,11.295,10.56,10.795,11.045,11.259,11.404,10.656,10.609,10.704,10.674,10.65,10.727,11.27,11.087,120800000.0,-2.0192000000000005,0.3,DA
13000.0,7.289,9.658,-0.877,10.067,10.607,10.534,10.599,10.65,10.807,10.843,10.888,10.784,10.788,10.816,10.858,10.879,10.896,10.92,10.932,10.882,10.897,10.904,10.913,10.918,10.459,10.708,10.96,11.224,10.457,10.709,10.968,11.188,11.335,10.562,10.506,10.626,10.58,10.549,10.65,11.001,10.907,101300000.0,-1.9431999999999998,0.3,DA
13500.0,7.281,9.474,-0.973,9.933,10.499,10.447,10.517,10.577,10.745,10.786,10.833,10.717,10.726,10.759,10.804,10.827,10.845,10.871,10.883,10.83,10.846,10.854,10.863,10.784,10.358,10.624,10.885,11.153,10.359,10.625,10.893,11.116,11.266,10.472,10.407,10.55,10.49,10.451,10.573,10.766,10.736,84600000.0,-1.8696000000000002,0.3,DA
14000.0,7.273,9.295,-1.068,9.803,10.395,10.363,10.438,10.505,10.683,10.729,10.778,10.651,10.664,10.702,10.749,10.775,10.794,10.822,10.835,10.778,10.795,10.803,10.814,10.654,10.262,10.543,10.811,11.083,10.267,10.544,10.819,11.046,11.197,10.385,10.312,10.475,10.403,10.357,10.499,10.551,10.571,70450000.0,-1.798,0.3,DA
14500.0,7.264,9.121,-1.161,9.676,10.297,10.282,10.36,10.434,10.622,10.672,10.723,10.586,10.604,10.645,10.695,10.723,10.743,10.773,10.787,10.727,10.744,10.753,10.764,10.527,10.169,10.464,10.738,11.014,10.177,10.466,10.747,10.977,11.13,10.301,10.221,10.401,10.318,10.266,10.425,10.352,10.41,58420000.0,-1.7284000000000002,0.3,DA
15000.0,7.255,8.952,-1.251,9.553,10.201,10.203,10.285,10.364,10.562,10.616,10.669,10.522,10.543,10.588,10.64,10.671,10.692,10.724,10.739,10.675,10.693,10.703,10.715,10.403,10.08,10.387,10.667,10.947,10.09,10.389,10.675,10.908,11.064,10.219,10.131,10.329,10.236,10.178,10.353,10.163,10.255,48180000.0,-1.6608,0.3,DA
15500.0,7.247,8.788,-1.338,9.433,10.109,10.126,10.211,10.296,10.503,10.559,10.615,10.459,10.484,10.532,10.586,10.619,10.642,10.675,10.69,10.624,10.642,10.653,10.665,10.283,9.993,10.312,10.597,10.88,10.006,10.314,10.605,10.841,10.999,10.139,10.044,10.258,10.155,10.093,10.283,9.983,10.106,39450000.0,-1.5952000000000002,0.3,DA
16000.0,7.238,8.628,-1.423,9.317,10.02,10.05,10.138,10.228,10.444,10.504,10.561,10.397,10.425,10.476,10.533,10.568,10.591,10.626,10.643,10.573,10.592,10.603,10.616,10.167,9.909,10.238,10.528,10.814,9.925,10.241,10.537,10.774,10.934,10.06,9.96,10.189,10.077,10.009,10.213,9.81,9.961,32040000.0,-1.5312000000000001,0.3,DA
16500.0,7.229,8.472,-1.505,9.205,9.934,9.977,10.067,10.162,10.386,10.449,10.508,10.336,10.367,10.421,10.48,10.518,10.542,10.578,10.596,10.522,10.542,10.554,10.567,10.054,9.828,10.166,10.461,10.749,9.845,10.169,10.469,10.709,10.871,9.984,9.877,10.12,10.0,9.928,10.145,9.645,9.822,25810000.0,-1.4687999999999999,0.3,DA
17000.0,7.22,8.32,-1.584,9.096,9.85,9.904,9.998,10.097,10.329,10.394,10.456,10.277,10.31,10.366,10.428,10.468,10.493,10.531,10.549,10.473,10.493,10.505,10.519,9.946,9.748,10.096,10.394,10.686,9.768,10.098,10.403,10.645,10.81,9.91,9.797,10.054,9.926,9.849,10.078,9.486,9.687,20570000.0,-1.4080000000000001,0.3,DA
20000.0,7.172,7.494,-2.017,8.519,9.399,9.511,9.619,9.74,10.014,10.094,10.166,9.948,9.995,10.066,10.139,10.191,10.222,10.272,10.301,10.197,10.221,10.238,10.256,9.366,9.32,9.712,10.032,10.337,9.349,9.715,10.041,10.295,10.47,9.505,9.361,9.688,9.519,9.42,9.714,8.649,8.974,4648000.0,-1.0776,0.3,DA
25000.0,7.114,6.38,-2.596,7.766,8.794,8.976,9.103,9.254,9.582,9.681,9.769,9.499,9.563,9.652,9.743,9.814,9.857,9.93,9.968,9.823,9.855,9.88,9.907,8.611,8.743,9.19,9.537,9.863,8.784,9.194,9.547,9.816,10.007,8.955,8.772,9.191,8.968,8.84,9.217,7.574,8.051,569800.0,-0.632,0.3,DA
30000.0,7.072,5.483,-3.017,7.12,8.262,8.5,8.64,8.814,9.186,9.301,9.404,9.087,9.167,9.272,9.379,9.464,9.514,9.588,9.615,9.475,9.511,9.539,9.567,7.964,8.233,8.723,9.091,9.432,8.283,8.728,9.101,9.383,9.585,8.464,8.249,8.743,8.475,8.325,8.769,6.752,7.296,128300.0,-0.27319999999999994,0.3,DA
35000.0,7.023,4.692,-3.381,6.584,7.798,8.072,8.218,8.401,8.795,8.914,9.016,8.689,8.775,8.884,8.992,9.073,9.109,9.137,9.108,9.081,9.106,9.125,9.137,7.427,7.784,8.298,8.675,9.022,7.841,8.303,8.686,8.972,9.179,8.024,7.79,8.325,8.035,7.871,8.352,6.154,6.714,0.0,0.043199999999999864,0.3,DA
40000.0,6.953,3.936,-3.768,6.162,7.41,7.704,7.852,8.04,8.443,8.563,8.663,8.334,8.422,8.533,8.64,8.716,8.748,8.764,8.718,8.724,8.745,8.761,8.768,7.005,7.404,7.931,8.313,8.662,7.464,7.936,8.324,8.612,8.821,7.649,7.405,7.962,7.659,7.489,7.989,5.684,6.264,0.0,0.34559999999999996,0.3,DA
45000.0,6.879,3.24,-4.139,5.804,7.073,7.379,7.529,7.72,8.127,8.247,8.346,8.017,8.106,8.217,8.323,8.397,8.426,8.433,8.378,8.404,8.423,8.437,8.441,6.647,7.072,7.607,7.992,8.343,7.134,7.613,8.003,8.292,8.502,7.32,7.069,7.64,7.329,7.155,7.667,5.288,5.886,0.0,0.6239999999999999,0.3,DA
50000.0,6.801,2.588,-4.484,5.474,6.757,7.072,7.222,7.415,7.825,7.945,8.044,7.715,7.804,7.916,8.021,8.093,8.12,8.12,8.061,8.1,8.117,8.13,8.132,6.317,6.759,7.301,7.688,8.039,6.823,7.306,7.698,7.988,8.199,7.009,6.754,7.335,7.018,6.841,7.362,4.926,5.539,0.0,0.8847999999999999,0.3,DA
55000.0,6.72,1.972,-4.8,5.158,6.451,6.772,6.924,7.118,7.53,7.65,7.748,7.419,7.509,7.621,7.725,7.796,7.822,7.818,7.757,7.803,7.819,7.831,7.831,6.001,6.455,7.001,7.39,7.742,6.52,7.007,7.4,7.69,7.902,6.707,6.449,7.037,6.716,6.537,7.064,4.583,5.21,0.0,1.1312,0.3,DA
60000.0,6.637,1.385,-5.09,4.848,6.149,6.476,6.628,6.824,7.237,7.357,7.455,7.126,7.216,7.328,7.433,7.503,7.527,7.52,7.46,7.509,7.524,7.535,7.534,5.691,6.156,6.706,7.095,7.447,6.222,6.711,7.106,7.396,7.608,6.409,6.148,6.742,6.418,6.236,6.769,4.25,4.889,0.0,1.366,0.3,DA
3250.0,7.468,16.125,-0.938,19.111,18.483,17.064,16.157,15.285,14.33,14.027,14.283,14.709,14.281,14.004,14.272,14.652,14.799,14.587,14.107,14.694,14.792,14.825,14.762,19.955,17.839,16.512,15.896,15.527,17.629,16.493,15.882,15.573,15.408,16.373,17.261,15.472,16.397,17.269,15.48,34.118,24.846,6224000000.0,-4.529999999999999,0.3,DB
3500.0,7.467,15.802,-0.737,18.303,17.823,16.539,15.722,14.93,14.09,13.839,14.078,14.425,14.043,13.814,14.065,14.423,14.567,14.367,13.912,14.463,14.56,14.593,14.532,19.147,17.235,16.048,15.512,15.203,17.046,16.032,15.501,15.24,15.106,15.95,16.736,15.102,15.972,16.746,15.111,32.283,23.676,5447000000.0,-4.400799999999999,0.3,DB
3750.0,7.466,15.5,-0.587,17.609,17.256,16.087,15.347,14.622,13.877,13.646,13.854,14.177,13.832,13.622,13.842,14.162,14.296,14.107,13.676,14.199,14.29,14.319,14.259,18.45,16.715,15.649,15.181,14.921,16.544,15.636,15.171,14.95,14.842,15.579,16.28,14.781,15.6,16.292,14.791,30.707,22.667,4481000000.0,-4.279999999999999,0.3,DB
4000.0,7.466,15.218,-0.456,16.971,16.736,15.674,15.003,14.342,13.686,13.483,13.668,13.953,13.643,13.458,13.655,13.953,14.073,13.889,13.475,13.987,14.068,14.091,14.032,17.81,16.238,15.284,14.88,14.665,16.085,15.273,14.871,14.688,14.604,15.236,15.861,14.488,15.257,15.874,14.5,29.241,21.733,3802000000.0,-4.167199999999999,0.3,DB
4250.0,7.464,14.952,-0.352,16.4,16.27,15.304,14.694,14.09,13.513,13.325,13.485,13.752,13.471,13.301,13.47,13.742,13.85,13.668,13.267,13.774,13.845,13.863,13.804,17.237,15.811,14.957,14.608,14.435,15.672,14.948,14.601,14.452,14.39,14.924,15.481,14.224,14.944,15.496,14.236,27.92,20.893,3378000000.0,-4.0608,0.3,DB
4500.0,7.463,14.7,-0.27,15.878,15.846,14.97,14.417,13.866,13.359,13.179,13.309,13.573,13.318,13.156,13.294,13.547,13.646,13.464,13.073,13.577,13.642,13.654,13.595,16.714,15.423,14.663,14.367,14.231,15.298,14.656,14.361,14.242,14.2,14.641,15.136,13.988,14.66,15.153,14.001,26.697,20.118,2997000000.0,-3.9599999999999995,0.3,DB
4750.0,7.462,14.462,-0.21,15.418,15.471,14.672,14.166,13.661,13.213,13.034,13.123,13.406,13.173,13.012,13.106,13.34,13.423,13.241,12.86,13.365,13.42,13.427,13.367,16.252,15.078,14.399,14.147,14.043,14.965,14.393,14.142,14.05,14.024,14.382,14.825,13.772,14.401,14.844,13.787,25.607,19.431,2657000000.0,-3.8648,0.3,DB
5000.0,7.46,14.234,-0.165,15.002,15.131,14.399,13.935,13.472,13.077,12.9,12.948,13.251,13.038,12.878,12.929,13.131,13.204,13.023,12.652,13.154,13.201,13.204,13.146,15.835,14.763,14.156,13.944,13.868,14.662,14.152,13.94,13.871,13.861,14.143,14.54,13.573,14.162,14.561,13.588,24.619,18.812,2349000000.0,-3.7736000000000005,0.3,DB
5250.0,7.457,14.016,-0.132,14.62,14.818,14.148,13.722,13.296,12.948,12.774,12.784,13.106,12.91,12.753,12.762,12.922,12.983,12.799,12.455,12.941,12.981,12.979,12.919,15.452,14.474,13.933,13.756,13.706,14.383,13.929,13.753,13.706,13.708,13.92,14.276,13.388,13.939,14.299,13.404,23.701,18.24,2049000000.0,-3.6864000000000003,0.3,DB
