Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPmag,G_RPmag,logR
0.00049103,-1.5,7.0,2.0495281219,2.5705895424,2.049,1.508,4.1217,4.68,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7507,0.2489,8.762e-05,2.392e-05,0.0002173,-1.0,0.000494,1.0,1.921,1.871,2.016,0.03480479285216437
0.00049103,-1.5,7.0,2.0994691849,2.5725414753,2.099,1.547,4.1297,4.683,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7507,0.2488,8.761e-05,2.392e-05,0.0002173,-1.0,0.0004941,0.902,1.869,1.816,1.968,0.03854003294276701
0.00049103,-1.5,7.0,2.1494104862,2.5743894577,2.148,1.585,4.1372,4.685,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7507,0.2488,8.761e-05,2.392e-05,0.0002173,-1.0,0.0004941,0.806,1.817,1.761,1.921,0.04255095216532597
0.00049103,-1.5,7.0,2.1993513107,2.5761413574,2.198,1.623,4.1449,4.689,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7507,0.2488,8.761e-05,2.392e-05,0.0002173,-1.0,0.0004941,0.713,1.767,1.71,1.876,0.04554765769530255
0.00049103,-1.5,7.0,2.2492923737,2.5778038502,2.248,1.659,4.1522,4.691,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7507,0.2488,8.761e-05,2.392e-05,0.0002173,-1.0,0.000494,0.622,1.718,1.658,1.831,0.04943196710007853
0.00049103,-1.5,7.0,2.2992334366,2.5793838501,2.298,1.694,4.1589,4.693,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7507,0.2488,8.761e-05,2.392e-05,0.0002173,-1.0,0.000494,0.534,1.67,1.608,1.787,0.053208825827700125
0.00049103,-1.5,7.0,2.3491742611,2.5808866024,2.348,1.728,4.165,4.692,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7504,0.2491,8.767e-05,2.394e-05,0.0002174,-1.0,0.000494,0.449,1.62,1.557,1.741,0.058382859939355075
0.00049103,-1.5,7.0,2.3991155624,2.5823178291,2.398,1.762,4.1719,4.696,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7504,0.2491,8.767e-05,2.394e-05,0.0002174,-1.0,0.000494,0.365,1.577,1.511,1.701,0.060958403032981716
0.00049103,-1.5,7.0,2.5988798141,2.5874154568,2.599,1.888,4.1944,4.694,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7505,0.249,8.781e-05,2.397e-05,0.0002178,-1.0,0.000494,0.051,1.394,1.321,1.531,0.07943695340207306
0.00049103,-1.5,7.0,2.7986440659,2.5916852951,2.799,2.003,4.2133,4.687,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7505,0.249,8.781e-05,2.397e-05,0.0002178,-1.0,0.000494,-0.238,1.217,1.139,1.365,0.09903526288464774
0.00049103,-1.5,7.0,2.9984080791,2.5953075886,2.999,2.11,4.2316,4.683,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7505,0.249,8.781e-05,2.397e-05,0.0002178,-1.0,0.000494,-0.505,1.058,0.974,1.216,0.11602204653133041
0.00049103,-1.5,7.0,3.1981723309,2.5984146595,3.198,2.209,4.2474,4.675,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7505,0.249,8.781e-05,2.397e-05,0.0002178,-1.0,0.000494,-0.753,0.903,0.815,1.07,0.13397304335667476
0.00049103,-1.5,7.0,3.3979365826,2.6011052132,3.396,2.301,4.2608,4.663,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7505,0.249,8.781e-05,2.397e-05,0.0002178,-1.0,0.000494,-0.983,0.751,0.659,0.926,0.15301765443752408
0.00049103,-1.5,7.0,3.4504883289,2.6017539501,3.449,2.325,4.2644,4.661,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7505,0.249,8.781e-05,2.397e-05,0.0002178,-1.0,0.000494,-1.041,0.714,0.621,0.891,0.15738041083526233
0.00049103,-1.5,7.0,3.5977005959,2.6034553051,3.595,2.388,4.2746,4.656,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7505,0.249,8.781e-05,2.397e-05,0.0002178,-1.0,0.000494,-1.2,0.616,0.52,0.798,0.16888326101101758
0.00049103,-1.5,7.0,3.7974648476,2.6055231094,3.796,2.47,4.2871,4.648,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7505,0.249,8.781e-05,2.397e-05,0.0002178,-1.0,0.000494,-1.405,0.484,0.384,0.673,0.18469691552919443
0.00049103,-1.5,7.5,1.4500000477,2.5346016884,1.45,0.917,3.9931,4.607,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.54e-13,0.0,0.751,0.2485,8.751e-05,2.389e-05,0.000217,-1.0,0.0004941,2.477,2.718,2.721,2.714,-0.003782185230945948
0.00049103,-1.5,7.5,1.5,2.5388846397,1.5,0.979,4.0069,4.615,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.38e-13,0.0,0.751,0.2485,8.75e-05,2.389e-05,0.000217,-1.0,0.0004941,2.323,2.626,2.621,2.638,-0.00042055682059277926
0.00049103,-1.5,7.5,1.5499999523,2.5428512096,1.55,1.037,4.0197,4.622,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.15e-13,0.0,0.7511,0.2485,8.749e-05,2.389e-05,0.000217,-1.0,0.0004941,2.178,2.544,2.532,2.567,0.0031996627367124946
0.00049103,-1.5,7.5,1.6000000238,2.5465342999,1.6,1.093,4.032,4.629,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-8.53e-14,0.0,0.7511,0.2484,8.749e-05,2.389e-05,0.000217,-1.0,0.0004941,2.038,2.466,2.449,2.5,0.006593804979529271
0.00049103,-1.5,7.5,1.6499999762,2.5499615669,1.649,1.146,4.0435,4.635,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7511,0.2484,8.748e-05,2.389e-05,0.000217,-1.0,0.0004941,1.905,2.393,2.371,2.436,0.010144141473826227
0.00049103,-1.5,7.5,1.6999411583,2.5531544685,1.699,1.198,4.0549,4.641,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7511,0.2484,8.748e-05,2.389e-05,0.000217,-1.0,0.0004941,1.774,2.323,2.296,2.375,0.013630503086089475
0.00049103,-1.5,7.5,1.749882102,2.5561387539,1.749,1.248,4.0655,4.647,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7511,0.2484,8.747e-05,2.388e-05,0.000217,-1.0,0.000494,1.65,2.256,2.225,2.316,0.01692871839090481
0.00049103,-1.5,7.5,1.7998231649,2.5589334965,1.799,1.296,4.0759,4.652,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7511,0.2484,8.747e-05,2.389e-05,0.000217,-1.0,0.0004941,1.529,2.193,2.158,2.259,0.020549395324342305
0.00049103,-1.5,7.5,1.8497642279,2.5615551472,1.849,1.343,4.0858,4.657,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7512,0.2483,8.747e-05,2.388e-05,0.0002169,-1.0,0.000494,1.412,2.131,2.092,2.203,0.024002269231153305
0.00049103,-1.5,7.5,1.8997051716,2.5640192032,1.899,1.389,4.0952,4.661,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7512,0.2483,8.746e-05,2.388e-05,0.000217,-1.0,0.000494,1.298,2.07,2.028,2.148,0.02779629602007564
0.00049103,-1.5,8.0,0.0900000036,1.0816895962,0.09,-2.594,3.5291,5.055,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-3.2e-16,0.0,0.7504,0.2491,8.884e-05,2.397e-05,0.0002174,-1.0,0.000494,11.256,11.852,13.012,10.795,-0.8313449316287708
0.00049103,-1.5,8.0,0.0900235251,1.0819149017,0.09,-2.594,3.5291,5.055,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-3.2e-16,0.0,0.7504,0.2491,8.884e-05,2.397e-05,0.0002174,-1.0,0.000494,11.256,11.852,13.011,10.794,-0.8313449316287708
0.00049103,-1.5,8.0,0.0955059156,1.1324299574,0.096,-2.55,3.5341,5.056,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-3.44e-16,0.0,0.7504,0.2491,8.884e-05,2.397e-05,0.0002174,-1.0,0.000494,11.145,11.715,12.838,10.672,-0.8178305698286491
0.00049103,-1.5,8.0,0.1000000015,1.1711064577,0.1,-2.514,3.5388,5.059,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-3.64e-16,0.0,0.7504,0.2491,8.884e-05,2.397e-05,0.0002174,-1.0,0.000494,11.055,11.601,12.693,10.572,-0.8104661863484334
0.00049103,-1.5,8.0,0.1089299545,1.2416476011,0.109,-2.452,3.545,5.059,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-4.02e-16,0.0,0.7504,0.2491,8.884e-05,2.397e-05,0.0002174,-1.0,0.000494,10.9,11.416,12.468,10.404,-0.7917529373781216
0.00049103,-1.5,8.0,0.119327113,1.3148645163,0.119,-2.382,3.5526,5.059,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-4.5e-16,0.0,0.7504,0.2491,8.884e-05,2.397e-05,0.0002174,-1.0,0.000494,10.726,11.205,12.211,10.215,-0.7726927056521681
0.00049103,-1.5,8.0,0.1199999973,1.3193154335,0.12,-2.378,3.5531,5.06,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-4.54e-16,0.0,0.7504,0.2491,8.884e-05,2.397e-05,0.0002174,-1.0,0.000494,10.715,11.191,12.195,10.203,-0.7713755633246208
0.00049103,-1.5,8.0,0.1288847178,1.3752037287,0.129,-2.327,3.5579,5.059,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-4.93e-16,0.0,0.7504,0.2491,8.884e-05,2.397e-05,0.0002174,-1.0,0.000494,10.588,11.042,12.018,10.067,-0.7551713311988089
0.00049103,-1.5,8.0,0.1400000006,1.4384527206,0.14,-2.265,3.5638,5.057,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-5.47e-16,0.0,0.7504,0.2491,8.884e-05,2.397e-05,0.0002174,-1.0,0.000494,10.434,10.861,11.806,9.902,-0.7364021685093145
0.00049103,-1.5,8.0,0.1599999964,1.5372931957,0.16,-2.17,3.5721,5.052,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-6.4e-16,0.0,0.7504,0.2491,8.884e-05,2.397e-05,0.0002174,-1.0,0.000494,10.195,10.587,11.489,9.649,-0.7049061950204707
0.00049103,-1.5,8.0,0.160356462,1.5389071703,0.16,-2.168,3.5722,5.052,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-6.41e-16,0.0,0.7504,0.2491,8.884e-05,2.397e-05,0.0002174,-1.0,0.000494,10.191,10.583,11.485,9.645,-0.7049061950204707
0.00049103,-1.5,8.0,0.1986104548,1.6891436577,0.199,-2.017,3.5841,5.042,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-8.25e-16,0.0,0.7504,0.2491,8.884e-05,2.397e-05,0.0002174,-1.0,0.000494,9.814,10.158,11.006,9.251,-0.6525396481435799
0.00049103,-1.5,8.0,0.2000000179,1.6938792467,0.2,-2.012,3.5844,5.041,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-8.34e-16,0.0,0.7504,0.2491,8.884e-05,2.397e-05,0.0002174,-1.0,0.000494,9.8,10.143,10.989,9.237,-0.650951188516443
0.00049103,-1.5,8.0,0.25,1.8403258324,0.25,-1.841,3.5956,5.012,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.14e-15,0.0,0.7504,0.2491,8.884e-05,2.397e-05,0.0002174,-1.0,0.0004941,9.374,9.676,10.472,8.798,-0.5879961820124143
0.00049103,-1.5,8.0,0.3000000417,1.9529141188,0.3,-1.717,3.6046,5.002,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.4e-15,0.0,0.7504,0.2491,8.884e-05,2.397e-05,0.0002174,-1.0,0.0004941,9.061,9.332,10.091,8.476,-0.543405558988602
0.00049103,-1.5,8.0,0.3500000238,2.0434176922,0.35,-1.591,3.6138,4.98,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.78e-15,0.0,0.7504,0.2491,8.884e-05,2.397e-05,0.0002174,-1.0,0.0004941,8.748,8.987,9.71,8.153,-0.4989321641732957
0.00049103,-1.5,8.0,0.3543457985,2.0504832268,0.354,-1.578,3.6151,4.978,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.83e-15,0.0,0.7504,0.2491,8.884e-05,2.397e-05,0.0002174,-1.0,0.0004941,8.716,8.951,9.669,8.12,-0.49546455533553935
0.00049103,-1.5,8.0,0.400000006,2.1185026169,0.4,-1.447,3.6275,4.949,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-2.41e-15,0.0,0.7504,0.2491,8.884e-05,2.397e-05,0.0002174,-1.0,0.000494,8.388,8.583,9.254,7.784,-0.454436190684452
0.00049103,-1.5,8.0,0.4499999881,2.1822810173,0.45,-1.29,3.6455,4.915,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-3.38e-15,0.0,0.7504,0.2491,8.884e-05,2.397e-05,0.0002174,-1.0,0.000494,7.994,8.134,8.74,7.381,-0.41185992946076144
0.00049103,-1.5,8.0,0.4842368066,2.2208633423,0.484,-1.182,3.6591,4.894,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-4.27e-15,0.0,0.7504,0.2491,8.884e-05,2.397e-05,0.0002174,-1.0,0.0004941,7.726,7.826,8.386,7.108,-0.3855435055262271
0.00049103,-1.5,8.0,0.5,2.2374541759,0.5,-1.136,3.6644,4.883,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-4.72e-15,0.0,0.7504,0.2491,8.884e-05,2.397e-05,0.0002174,-1.0,0.000494,7.611,7.697,8.24,6.992,-0.3729811841804239
0.00049103,-1.5,8.0,0.5129054785,2.2503740788,0.513,-1.099,3.6686,4.874,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-5.12e-15,0.0,0.7505,0.249,8.883e-05,2.397e-05,0.0002173,-1.0,0.000494,7.519,7.593,8.123,6.9,-0.362907503792525
0.00049103,-1.5,8.0,0.5250558853,2.2618727684,0.525,-1.057,3.6739,4.863,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-5.65e-15,0.0,0.7505,0.249,8.881e-05,2.396e-05,0.0002173,-1.0,0.000494,7.413,7.474,7.987,6.794,-0.35238653464545505
0.00049103,-1.5,8.0,0.5500000715,2.2836585045,0.55,-0.973,3.6845,4.841,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-6.86e-15,0.0,0.7507,0.2488,8.876e-05,2.395e-05,0.0002172,-1.0,0.0004942,7.202,7.237,7.719,6.582,-0.33128484160131144
0.00049103,-1.5,8.0,0.6000000238,2.3211214542,0.6,-0.803,3.7064,4.796,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.02e-14,0.0,0.7508,0.2487,8.874e-05,2.394e-05,0.0002171,-1.0,0.0004941,6.777,6.77,7.197,6.165,-0.2898905611566116
0.00049103,-1.5,8.0,0.6499999762,2.3520355225,0.65,-0.643,3.7291,4.763,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.47e-14,0.0,0.7509,0.2486,8.87e-05,2.393e-05,0.000217,-1.0,0.0004941,6.379,6.344,6.72,5.787,-0.2560095080270054
0.00049103,-1.5,8.0,0.6639848351,2.3597295284,0.664,-0.599,3.7357,4.754,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.63e-14,0.0,0.7509,0.2486,8.869e-05,2.392e-05,0.000217,-1.0,0.0004941,6.268,6.229,6.591,5.685,-0.24688214666442432
0.00049103,-1.5,8.0,0.7000000477,2.3779268265,0.7,-0.492,3.752,4.735,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-2.07e-14,0.0,0.751,0.2485,8.866e-05,2.391e-05,0.0002169,-1.0,0.0004941,6.0,5.955,6.284,5.445,-0.22591716634130507
0.00049103,-1.5,8.0,0.75,2.3998889923,0.75,-0.352,3.7735,4.711,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-2.85e-14,0.0,0.7513,0.2482,8.742e-05,2.387e-05,0.0002168,-1.0,0.0004941,5.65,5.608,5.895,5.145,-0.19893555465258336
0.00049103,-1.5,8.0,0.8000000119,2.4187245369,0.8,-0.222,3.7901,4.676,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-3.87e-14,0.0,0.7517,0.2478,8.729e-05,2.384e-05,0.0002165,-1.0,0.0004941,5.326,5.292,5.548,4.865,-0.16742119285246163
0.00049103,-1.5,8.0,0.8500000238,2.4350347519,0.85,-0.1,3.8052,4.64,0,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1,-5.18e-14,0.0,0.7518,0.2477,8.727e-05,2.383e-05,0.0002165,-1.0,0.0004824,5.02,4.995,5.226,4.601,-0.13625672349128676
0.00049103,-1.5,8.0,0.8999999762,2.4492788315,0.899,0.016,3.8195,4.606,0,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1,-6.83e-14,0.0,0.7519,0.2476,8.726e-05,2.383e-05,0.0002165,-1.0,0.0004708,4.731,4.712,4.92,4.348,-0.10708634048181885
0.00049103,-1.5,8.0,0.9499999881,2.4618122578,0.95,0.125,3.8336,4.577,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-8.86e-14,0.0,0.7519,0.2476,8.725e-05,2.382e-05,0.0002164,-1.0,0.0004941,4.458,4.442,4.63,4.108,-0.08060438370400945
0.00049103,-1.5,8.0,1.0,2.4729156494,1.0,0.227,3.8478,4.554,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.12e-13,0.0,0.7519,0.2476,8.725e-05,2.383e-05,0.0002164,-1.0,0.0004939,4.201,4.188,4.356,3.885,-0.05796618634843346
0.00049103,-1.5,8.0,1.0499999523,2.4828116894,1.05,0.324,3.8628,4.538,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.29e-13,0.0,0.752,0.2475,8.723e-05,2.382e-05,0.0002164,-1.0,0.0004933,3.961,3.95,4.096,3.68,-0.03937153681346438
0.00049103,-1.5,8.0,1.1000000238,2.4916803837,1.099,0.414,3.8795,4.535,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.44e-13,0.0,0.752,0.2475,8.721e-05,2.382e-05,0.0002163,-1.0,0.0004941,3.735,3.728,3.851,3.496,-0.027967340136688088
0.00049103,-1.5,8.0,1.1499999762,2.4996678829,1.149,0.499,3.8977,4.543,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.56e-13,0.0,0.7521,0.2474,8.719e-05,2.381e-05,0.0002163,-1.0,0.0004941,3.524,3.524,3.623,3.335,-0.022306172004290806
0.00049103,-1.5,8.0,1.2000000477,2.5068950653,1.2,0.579,3.9158,4.553,1,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1,-1.64e-13,0.0,0.7521,0.2474,8.718e-05,2.381e-05,0.0002163,-1.0,0.0004942,3.322,3.337,3.412,3.192,-0.0178755633246209
0.00049103,-1.5,8.0,1.25,2.513461113,1.25,0.655,3.933,4.564,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.71e-13,0.0,0.7522,0.2473,8.716e-05,2.381e-05,0.0002162,-1.0,0.0004941,3.133,3.173,3.227,3.068,-0.0145111798444051
0.00049103,-1.5,8.0,1.2999999523,2.5194499493,1.3,0.727,3.9493,4.574,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.74e-13,0.0,0.7523,0.2472,8.715e-05,2.38e-05,0.0002162,-1.0,0.0004941,2.953,3.034,3.071,2.963,-0.01099451019501476
0.00049103,-1.5,8.0,1.3500000238,2.5249314308,1.35,0.797,3.9648,4.583,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.73e-13,0.0,0.7523,0.2472,8.713e-05,2.379e-05,0.0002161,-1.0,0.0004941,2.778,2.909,2.932,2.866,-0.007299302100930361
0.00049103,-1.5,8.0,1.4000000954,2.5299651623,1.4,0.864,3.9798,4.591,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.69e-13,0.0,0.7524,0.2471,8.712e-05,2.379e-05,0.0002161,-1.0,0.000494,2.609,2.796,2.807,2.775,-0.003402168509314384
0.00061788,-1.4,6.25,8.1240339279,2.6233654022,8.111,3.53,4.4442,4.546,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.75,0.2493,0.000116,3.166e-05,0.0002876,-1.0,0.0006526,-4.055,-1.303,-1.449,-1.028,0.40057101435201864
0.00061788,-1.4,6.25,8.777888298,2.6243774891,8.759,3.635,4.4592,4.535,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.75,0.2493,0.000116,3.166e-05,0.0002876,-1.0,0.0006527,-4.317,-1.477,-1.625,-1.199,0.4227610768228053
0.00061788,-1.4,6.25,9.6412401199,2.6254751682,9.612,3.759,4.4766,4.52,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.75,0.2493,0.000116,3.166e-05,0.0002876,-1.0,0.0006528,-4.627,-1.704,-1.851,-1.432,0.45044069471749815
0.00061788,-1.4,6.25,9.722360611,2.6255669594,9.693,3.77,4.4782,4.519,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.75,0.2493,0.000116,3.166e-05,0.0002876,-1.0,0.0006528,-4.655,-1.724,-1.872,-1.451,0.45276292002021984
0.00061788,-1.4,6.25,10.6668329239,2.6265172958,10.652,3.895,4.4956,4.505,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.75,0.2493,0.000116,3.166e-05,0.0002876,-1.0,0.0006527,-4.967,-1.952,-2.105,-1.665,0.4802493925350186
0.00061788,-1.4,6.25,11.2601690292,2.6270215511,11.244,3.966,4.5054,4.497,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.75,0.2493,0.000116,3.166e-05,0.0002876,-1.0,0.0006528,-5.144,-2.079,-2.235,-1.787,0.49599423211926824
0.00061788,-1.4,6.25,11.6113052368,2.6272923946,11.594,4.006,4.511,4.492,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.75,0.2493,0.000116,3.166e-05,0.0002876,-1.0,0.0006526,-5.244,-2.15,-2.307,-1.856,0.5051504616689432
0.00061788,-1.4,6.25,13.5002479553,2.6284749508,13.465,4.199,4.5375,4.47,1,0.0,0.543,0.0,0.0,0.0,0.0,0.0,-1,-2.45e-15,0.0,0.75,0.2494,0.0001168,3.166e-05,0.0002873,-1.0,0.0006527,-5.727,-2.495,-2.658,-2.186,0.5486369925253314
0.00061788,-1.4,6.25,15.2612304688,2.6292798519,15.228,4.354,4.5584,4.452,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-2.87e-10,0.0,0.7499,0.2494,0.0001173,3.167e-05,0.0002872,-1.0,0.0006527,-6.115,-2.776,-2.941,-2.46,0.5843552477227315
0.00061788,-1.4,6.25,15.3891925812,2.6293301582,15.357,4.364,4.5598,4.451,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-6.37e-10,0.0,0.7499,0.2494,0.0001174,3.167e-05,0.0002872,-1.0,0.0006527,-6.141,-2.795,-2.96,-2.48,0.5866870057865209
0.00061788,-1.4,6.25,17.278137207,2.6299738884,17.225,4.507,4.5786,4.434,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.21e-09,0.0,0.7499,0.2494,0.0001174,3.167e-05,0.0002872,-1.0,0.0006527,-6.497,-3.046,-3.21,-2.738,0.6201134289413983
0.00061788,-1.4,6.25,17.4818725586,2.6300339699,17.428,4.521,4.5804,4.432,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.29e-09,0.0,0.7499,0.2494,0.0001174,3.167e-05,0.0002872,-1.0,0.0006527,-6.532,-3.069,-3.233,-2.762,0.6236575892834246
0.00061788,-1.4,6.25,19.1670799255,2.6304740906,19.106,4.632,4.5947,4.418,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-2.08e-09,0.0,0.7499,0.2494,0.0001174,3.167e-05,0.0002872,-1.0,0.0006527,-6.81,-3.254,-3.415,-2.954,0.6506187003564345
0.00061788,-1.4,6.25,22.0248069763,2.631046772,21.951,4.795,4.6152,4.397,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-4.09e-09,0.0,0.7499,0.2494,0.0001174,3.167e-05,0.0002872,-1.0,0.0006527,-7.218,-3.523,-3.683,-3.223,0.6912609685280943
0.00061788,-1.4,6.25,22.9449710846,2.6311964989,22.867,4.843,4.6212,4.391,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-5e-09,0.0,0.7499,0.2494,0.0001174,3.167e-05,0.0002872,-1.0,0.0006528,-7.338,-3.602,-3.763,-3.302,0.7031384095337158
0.00061788,-1.4,6.25,26.4071884155,2.6316542625,26.305,5.003,4.6402,4.368,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-9.46e-09,0.0,0.7499,0.2494,0.0001174,3.167e-05,0.0002872,-1.0,0.0006527,-7.736,-3.859,-4.022,-3.555,0.7450529667181555
0.00061788,-1.4,6.25,26.7228546143,2.6316893101,26.62,5.016,4.6418,4.367,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-9.98e-09,0.0,0.7499,0.2494,0.0001174,3.167e-05,0.0002872,-1.0,0.0006527,-7.77,-3.881,-4.044,-3.577,0.7481378392208948
0.00061788,-1.4,6.25,28.6118011475,2.6318802834,28.475,5.09,4.6504,4.356,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.32e-08,0.0,0.7499,0.2494,0.0001174,3.167e-05,0.0002872,-1.0,0.0006528,-7.955,-4.002,-4.165,-3.695,0.7682656800271358
0.00061788,-1.4,6.25,30.8734149933,2.6320741177,30.727,5.172,4.6594,4.344,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.79e-08,0.0,0.7499,0.2494,0.0001174,3.167e-05,0.0002872,-1.0,0.0006526,-8.159,-4.128,-4.293,-3.816,0.7907938938603527
