file_name,Te,logg
da11500_675.dk.dat.txt,11500,6.75
da11500_700.dk.dat.txt,11500,7.0
da11500_725.dk.dat.txt,11500,7.25
da11500_750.dk.dat.txt,11500,7.5
da11500_775.dk.dat.txt,11500,7.75
da11500_800.dk.dat.txt,11500,8.0
da11500_825.dk.dat.txt,11500,8.25
da11500_850.dk.dat.txt,11500,8.5
da11500_875.dk.dat.txt,11500,8.75
da11500_900.dk.dat.txt,11500,9.0
da11500_925.dk.dat.txt,11500,9.25
da11500_950.dk.dat.txt,11500,9.5
da11750_650.dk.dat.txt,11750,6.5
da11750_675.dk.dat.txt,11750,6.75
da11750_700.dk.dat.txt,11750,7.0
da11750_725.dk.dat.txt,11750,7.25
da11750_750.dk.dat.txt,11750,7.5
da11750_775.dk.dat.txt,11750,7.75
da11750_800.dk.dat.txt,11750,8.0
da11750_825.dk.dat.txt,11750,8.25
da11750_850.dk.dat.txt,11750,8.5
da11750_875.dk.dat.txt,11750,8.75
da11750_900.dk.dat.txt,11750,9.0
da11750_925.dk.dat.txt,11750,9.25
da11750_950.dk.dat.txt,11750,9.5
da12000_650.dk.dat.txt,12000,6.5
da12000_675.dk.dat.txt,12000,6.75
da12000_700.dk.dat.txt,12000,7.0
da12000_725.dk.dat.txt,12000,7.25
da12000_750.dk.dat.txt,12000,7.5
da12000_775.dk.dat.txt,12000,7.75
da12000_800.dk.dat.txt,12000,8.0
da12000_825.dk.dat.txt,12000,8.25
da12000_850.dk.dat.txt,12000,8.5
da12000_875.dk.dat.txt,12000,8.75
da12000_900.dk.dat.txt,12000,9.0
da12000_925.dk.dat.txt,12000,9.25
da12000_950.dk.dat.txt,12000,9.5
da12250_650.dk.dat.txt,12250,6.5
da12250_675.dk.dat.txt,12250,6.75
da12250_700.dk.dat.txt,12250,7.0
da12250_725.dk.dat.txt,12250,7.25
da12250_750.dk.dat.txt,12250,7.5
da12250_775.dk.dat.txt,12250,7.75
da12250_800.dk.dat.txt,12250,8.0
da12250_825.dk.dat.txt,12250,8.25
da12250_850.dk.dat.txt,12250,8.5
da12250_875.dk.dat.txt,12250,8.75
da12250_900.dk.dat.txt,12250,9.0
da12250_925.dk.dat.txt,12250,9.25
da12250_950.dk.dat.txt,12250,9.5
da12500_650.dk.dat.txt,12500,6.5
da12500_675.dk.dat.txt,12500,6.75
da12500_700.dk.dat.txt,12500,7.0
da12500_725.dk.dat.txt,12500,7.25
da12500_750.dk.dat.txt,12500,7.5
da12500_775.dk.dat.txt,12500,7.75
da12500_800.dk.dat.txt,12500,8.0
da12500_825.dk.dat.txt,12500,8.25
da12500_850.dk.dat.txt,12500,8.5
da12500_875.dk.dat.txt,12500,8.75
da12500_900.dk.dat.txt,12500,9.0
da12500_925.dk.dat.txt,12500,9.25
da12500_950.dk.dat.txt,12500,9.5
da12750_650.dk.dat.txt,12750,6.5
da12750_675.dk.dat.txt,12750,6.75
da12750_700.dk.dat.txt,12750,7.0
da12750_725.dk.dat.txt,12750,7.25
da12750_750.dk.dat.txt,12750,7.5
da12750_775.dk.dat.txt,12750,7.75
da12750_800.dk.dat.txt,12750,8.0
da12750_825.dk.dat.txt,12750,8.25
da12750_850.dk.dat.txt,12750,8.5
da12750_875.dk.dat.txt,12750,8.75
da12750_900.dk.dat.txt,12750,9.0
da12750_925.dk.dat.txt,12750,9.25
da12750_950.dk.dat.txt,12750,9.5
da13000_650.dk.dat.txt,13000,6.5
da13000_675.dk.dat.txt,13000,6.75
da13000_700.dk.dat.txt,13000,7.0
da13000_725.dk.dat.txt,13000,7.25
da13000_750.dk.dat.txt,13000,7.5
da13000_775.dk.dat.txt,13000,7.75
da13000_800.dk.dat.txt,13000,8.0
da13000_825.dk.dat.txt,13000,8.25
da13000_850.dk.dat.txt,13000,8.5
da13000_875.dk.dat.txt,13000,8.75
da13000_900.dk.dat.txt,13000,9.0
da13000_925.dk.dat.txt,13000,9.25
da13000_950.dk.dat.txt,13000,9.5
da13250_650.dk.dat.txt,13250,6.5
da13250_675.dk.dat.txt,13250,6.75
da13250_700.dk.dat.txt,13250,7.0
da13250_725.dk.dat.txt,13250,7.25
da13250_750.dk.dat.txt,13250,7.5
da13250_775.dk.dat.txt,13250,7.75
da13250_800.dk.dat.txt,13250,8.0
da13250_825.dk.dat.txt,13250,8.25
da13250_850.dk.dat.txt,13250,8.5
da13250_875.dk.dat.txt,13250,8.75
da13250_900.dk.dat.txt,13250,9.0
da13250_925.dk.dat.txt,13250,9.25
da13250_950.dk.dat.txt,13250,9.5
da13500_650.dk.dat.txt,13500,6.5
da13500_675.dk.dat.txt,13500,6.75
da13500_700.dk.dat.txt,13500,7.0
da13500_725.dk.dat.txt,13500,7.25
da13500_750.dk.dat.txt,13500,7.5
da13500_775.dk.dat.txt,13500,7.75
da13500_800.dk.dat.txt,13500,8.0
da13500_825.dk.dat.txt,13500,8.25
da13500_850.dk.dat.txt,13500,8.5
da13500_875.dk.dat.txt,13500,8.75
da13500_900.dk.dat.txt,13500,9.0
da13500_925.dk.dat.txt,13500,9.25
da13500_950.dk.dat.txt,13500,9.5
da13750_650.dk.dat.txt,13750,6.5
da13750_675.dk.dat.txt,13750,6.75
da13750_700.dk.dat.txt,13750,7.0
da13750_725.dk.dat.txt,13750,7.25
da13750_750.dk.dat.txt,13750,7.5
da13750_775.dk.dat.txt,13750,7.75
da13750_800.dk.dat.txt,13750,8.0
da13750_825.dk.dat.txt,13750,8.25
da13750_850.dk.dat.txt,13750,8.5
da13750_875.dk.dat.txt,13750,8.75
da13750_900.dk.dat.txt,13750,9.0
da13750_925.dk.dat.txt,13750,9.25
da13750_950.dk.dat.txt,13750,9.5
da14000_650.dk.dat.txt,14000,6.5
da14000_675.dk.dat.txt,14000,6.75
da14000_700.dk.dat.txt,14000,7.0
da14000_725.dk.dat.txt,14000,7.25
da14000_750.dk.dat.txt,14000,7.5
da14000_775.dk.dat.txt,14000,7.75
da14000_800.dk.dat.txt,14000,8.0
da14000_825.dk.dat.txt,14000,8.25
da14000_850.dk.dat.txt,14000,8.5
da14000_875.dk.dat.txt,14000,8.75
da14000_900.dk.dat.txt,14000,9.0
da14000_925.dk.dat.txt,14000,9.25
da14000_950.dk.dat.txt,14000,9.5
da14250_650.dk.dat.txt,14250,6.5
da14250_675.dk.dat.txt,14250,6.75
da14250_700.dk.dat.txt,14250,7.0
da14250_725.dk.dat.txt,14250,7.25
da14250_750.dk.dat.txt,14250,7.5
da14250_775.dk.dat.txt,14250,7.75
da14250_800.dk.dat.txt,14250,8.0
da14250_825.dk.dat.txt,14250,8.25
da14250_850.dk.dat.txt,14250,8.5
da14250_875.dk.dat.txt,14250,8.75
da14250_900.dk.dat.txt,14250,9.0
da14250_925.dk.dat.txt,14250,9.25
da14250_950.dk.dat.txt,14250,9.5
da14500_650.dk.dat.txt,14500,6.5
da14500_675.dk.dat.txt,14500,6.75
da14500_700.dk.dat.txt,14500,7.0
da14500_725.dk.dat.txt,14500,7.25
da14500_750.dk.dat.txt,14500,7.5
da14500_775.dk.dat.txt,14500,7.75
da14500_800.dk.dat.txt,14500,8.0
da14500_825.dk.dat.txt,14500,8.25
da14500_850.dk.dat.txt,14500,8.5
da14500_875.dk.dat.txt,14500,8.75
da14500_900.dk.dat.txt,14500,9.0
da14500_925.dk.dat.txt,14500,9.25
da14500_950.dk.dat.txt,14500,9.5
da14750_650.dk.dat.txt,14750,6.5
da14750_675.dk.dat.txt,14750,6.75
da14750_700.dk.dat.txt,14750,7.0
da14750_725.dk.dat.txt,14750,7.25
da14750_750.dk.dat.txt,14750,7.5
da14750_775.dk.dat.txt,14750,7.75
da14750_800.dk.dat.txt,14750,8.0
da14750_825.dk.dat.txt,14750,8.25
da14750_850.dk.dat.txt,14750,8.5
da14750_875.dk.dat.txt,14750,8.75
da14750_900.dk.dat.txt,14750,9.0
da14750_925.dk.dat.txt,14750,9.25
da14750_950.dk.dat.txt,14750,9.5
da15000_650.dk.dat.txt,15000,6.5
da15000_675.dk.dat.txt,15000,6.75
da15000_700.dk.dat.txt,15000,7.0
da15000_725.dk.dat.txt,15000,7.25
da15000_750.dk.dat.txt,15000,7.5
da15000_775.dk.dat.txt,15000,7.75
da15000_800.dk.dat.txt,15000,8.0
da15000_825.dk.dat.txt,15000,8.25
da15000_850.dk.dat.txt,15000,8.5
da15000_875.dk.dat.txt,15000,8.75
da15000_900.dk.dat.txt,15000,9.0
da15000_925.dk.dat.txt,15000,9.25
da15000_950.dk.dat.txt,15000,9.5
da15250_650.dk.dat.txt,15250,6.5
da15250_675.dk.dat.txt,15250,6.75
da15250_700.dk.dat.txt,15250,7.0
da15250_725.dk.dat.txt,15250,7.25
da15250_750.dk.dat.txt,15250,7.5
da15250_775.dk.dat.txt,15250,7.75
da15250_800.dk.dat.txt,15250,8.0
da15250_825.dk.dat.txt,15250,8.25
da15250_850.dk.dat.txt,15250,8.5
da15250_875.dk.dat.txt,15250,8.75
da15250_900.dk.dat.txt,15250,9.0
da15250_925.dk.dat.txt,15250,9.25
da15250_950.dk.dat.txt,15250,9.5
da15500_650.dk.dat.txt,15500,6.5
da15500_675.dk.dat.txt,15500,6.75
da15500_700.dk.dat.txt,15500,7.0
da15500_725.dk.dat.txt,15500,7.25
da15500_750.dk.dat.txt,15500,7.5
da15500_775.dk.dat.txt,15500,7.75
da15500_800.dk.dat.txt,15500,8.0
da15500_825.dk.dat.txt,15500,8.25
da15500_850.dk.dat.txt,15500,8.5
da15500_875.dk.dat.txt,15500,8.75
da15500_900.dk.dat.txt,15500,9.0
da15500_925.dk.dat.txt,15500,9.25
da15500_950.dk.dat.txt,15500,9.5
da15750_650.dk.dat.txt,15750,6.5
da15750_675.dk.dat.txt,15750,6.75
da15750_700.dk.dat.txt,15750,7.0
da15750_725.dk.dat.txt,15750,7.25
da15750_750.dk.dat.txt,15750,7.5
da15750_775.dk.dat.txt,15750,7.75
da15750_800.dk.dat.txt,15750,8.0
da15750_825.dk.dat.txt,15750,8.25
da15750_850.dk.dat.txt,15750,8.5
da15750_875.dk.dat.txt,15750,8.75
da15750_900.dk.dat.txt,15750,9.0
da15750_925.dk.dat.txt,15750,9.25
da15750_950.dk.dat.txt,15750,9.5
da16000_650.dk.dat.txt,16000,6.5
da16000_675.dk.dat.txt,16000,6.75
da16000_700.dk.dat.txt,16000,7.0
da16000_725.dk.dat.txt,16000,7.25
da16000_750.dk.dat.txt,16000,7.5
da16000_775.dk.dat.txt,16000,7.75
da16000_800.dk.dat.txt,16000,8.0
da16000_825.dk.dat.txt,16000,8.25
da16000_850.dk.dat.txt,16000,8.5
da16000_875.dk.dat.txt,16000,8.75
da16000_900.dk.dat.txt,16000,9.0
da16000_925.dk.dat.txt,16000,9.25
da16000_950.dk.dat.txt,16000,9.5
da16250_650.dk.dat.txt,16250,6.5
da16250_675.dk.dat.txt,16250,6.75
da16250_700.dk.dat.txt,16250,7.0
da16250_725.dk.dat.txt,16250,7.25
da16250_750.dk.dat.txt,16250,7.5
da16250_775.dk.dat.txt,16250,7.75
da16250_800.dk.dat.txt,16250,8.0
da16250_825.dk.dat.txt,16250,8.25
da16250_850.dk.dat.txt,16250,8.5
da16250_875.dk.dat.txt,16250,8.75
da16250_900.dk.dat.txt,16250,9.0
da16250_925.dk.dat.txt,16250,9.25
da16250_950.dk.dat.txt,16250,9.5
da16500_650.dk.dat.txt,16500,6.5
da16500_675.dk.dat.txt,16500,6.75
da16500_700.dk.dat.txt,16500,7.0
da16500_725.dk.dat.txt,16500,7.25
da16500_750.dk.dat.txt,16500,7.5
da16500_775.dk.dat.txt,16500,7.75
da16500_800.dk.dat.txt,16500,8.0
da16500_825.dk.dat.txt,16500,8.25
da16500_850.dk.dat.txt,16500,8.5
da16500_875.dk.dat.txt,16500,8.75
da16500_900.dk.dat.txt,16500,9.0
da16500_925.dk.dat.txt,16500,9.25
da16500_950.dk.dat.txt,16500,9.5
da16750_650.dk.dat.txt,16750,6.5
da16750_675.dk.dat.txt,16750,6.75
da16750_700.dk.dat.txt,16750,7.0
da16750_725.dk.dat.txt,16750,7.25
da16750_750.dk.dat.txt,16750,7.5
da16750_775.dk.dat.txt,16750,7.75
da16750_800.dk.dat.txt,16750,8.0
da16750_825.dk.dat.txt,16750,8.25
da16750_850.dk.dat.txt,16750,8.5
da16750_875.dk.dat.txt,16750,8.75
da16750_900.dk.dat.txt,16750,9.0
da16750_925.dk.dat.txt,16750,9.25
da16750_950.dk.dat.txt,16750,9.5
da17000_650.dk.dat.txt,17000,6.5
da17000_675.dk.dat.txt,17000,6.75
da17000_700.dk.dat.txt,17000,7.0
da17000_725.dk.dat.txt,17000,7.25
da17000_750.dk.dat.txt,17000,7.5
da17000_775.dk.dat.txt,17000,7.75
da17000_800.dk.dat.txt,17000,8.0
da17000_825.dk.dat.txt,17000,8.25
da17000_850.dk.dat.txt,17000,8.5
da17000_875.dk.dat.txt,17000,8.75
